,symbol,meaning
2958,"Trabajo, trabajador: ","Cuando aparece un trabajador en nuestros sueños delata que algo existe en dicho trabajo o en su simbolismo que tiene una importancia especial para nosotros y que podremos desentrañar dedicando especial atención a su nivel. -El nivel más bajo corresponde a marinos y pescadores porque trabajan al nivel del mar. Simboliza la extracción de los contenidos del inconsciente, es decir, ha de enfrentarse a las fuerzas del inconsciente y de la pasión. -Un nivel más elevado corresponde a los labradores, jardineros y demás trabajadores de la campos y valles. Estos trabajadores simbolizan lo mismo que los marinos pero con algo más de intelecto. -Los pastores y ganaderos trabajan en la falda de la montaña y simbolizan lo mismo. -Los mineros extraen los tesoros de nuestro interior. -Los herreros y alfareros son modeladores de nuestra materia prima interior. -La cúspide corresponde a los ascetas y los sabios que dirigen la vida en sentido espiritual y material; los guerreros que la defienden y los mártires que la sufren. Este significado es aplicable a cualquier trabajo y lo encuadraremos en el nivel que proceda. "
2959,Tractor: ,"Es nuestra propia vida la que se halla representada y todo depende de nosotros. -La gasolina representa nuestra capacidad energética. -La carrocería, nuestro aspecto externo. -El volante, la capacidad de control. -Los frenos, la voluntad. -El circuito eléctrico, la inteligencia. -Los faros, nuestra capacidad de visión de los hechos. -Si el tractor está en buen estado es que tenemos confianza en nosotros mismos.  -Si se halla en mal estado representa nuestros temores. -Si nos vemos solos conduciendo el tractor indica deseos de independencia. -Si trabajamos acompañados las actuaciones de los pasajeros, incluidos nosotros, nos revelará cuál es nuestra actitud con los que nos rodean. -Si lo conduce otra persona significa que no nos sentimos dueños de nuestro destino. "
2960,Traducir: ,Circunstancias o acontecimientos le brindarán explicaciones de real utilidad para la gestión de sus negocios. 
2961,Traición: ,Será abandonado por aquellas personas a quienes había confiado sus secretos y su amistad. 
2962,Traje: ,"-Si estamos correctamente vestidos con un traje relacionado con nuestra profesión indica que estamos bien adaptados a la vida social y profesional. -Si nos vemos mal vestidos indica una mala adaptación. -Con un traje relacionado con una profesión que no es la nuestra, mala adaptación profesional. -Si es impropio de nuestra edad, falta de madurez. -Excesivamente anticuado, excesivo apego a prejuicios ya caducos. -Demasiado fantasioso, exceso de vanidad. -Si está sucio indica desagrado por alguna acción que hemos cometido y nos parece impropia de nuestro código moral. También nos puede ayudar en la interpretación los colores del traje. "
2963,Trampa: ,Anuncio de dificultades cuyas consecuencias sufrirá si la trampa ha sido tendida contra usted. 
2964,Trampolín: ,Ayuda de apoyos inesperados. 
2965,Tranvía: ,(ver tren). 
2966,Trapecio: ,Promesas que entusiasman pero por su uso reiterado le conducirán a un desastre inevitable. 
2967,Trébol: ,Se considera un símbolo de la Trinidad y por lo tanto siempre es benéfico. Si se trata de un trébol de cuatro hojas simboliza buena suerte. 
2968,Tren: ,"Indica un cambio en nuestra vida, pero no lo hacemos solos, sino rodeados de todos los que conocemos. -Subir a un tren repleto de gente refleja la necesidad de relaciones con los demás.  -Si el tren está vacío señala nuestra timidez. -Si cuando llega el tren, antes de que subamos al mismo, descienden pasajeros significa que este cambio de vida no es definitivo. -Si solo vemos el tren indica que recibiremos una proposición que puede cambiar nuestra vida aunque todavía no hemos decidido si la aceptaremos o no. "
2969,Trepar: ,Indica nuestros deseos de escalar posiciones. 
2970,Tribu: ,Representa el círculo de relación en el cual ha implantado su vida. 
2971,Tribunal: ,Soñar con los jueces o la justicia revela ansiedad acerca de nuestra situación. -Soñar con un juez refleja nuestra esperanza de que nos ayuden a superar una situación temerosa o infravalorada. -Si se nos está juzgando indica que creemos hallarnos en manos del azar. No importa si el resultado del juicio es favorable o no. -Si nos soñamos haciendo de juez o de jurado revela que debemos tomar una decisión que creemos importante y no sabemos por que lado inclinarnos. 
2972,Tridente: ,Errores de apreciación en sus relaciones sociales. 
2973,Trigo: ,"Se considera un bien inapreciable. Significa riqueza y feliz culminación del trabajo. La riqueza será proporcional a la cantidad de trigo soñada, del mismo modo lo que le ocurra al trigo, en bien o en mal, será lo que le ocurra a nuestra riqueza. Soñar con trigo sobre la cama augura un próximo embarazo. "
2974,Trineo: ,Momentos de ternura y felicidad. 
2975,Tripas: ,"-Si son de persona indica que le esperan pruebas insospechadas. -Verlas devoradas por un animal, miseria moral, peligro, situación financiera comprometida. -Si son de animales, decepción y amargura. "
2976,Triturador: ,Presagia circunstancias particularmente penosas en las que sus intereses y sus relaciones afectivas se verán amenazados. 
2977,Trompeta: ,Anuncio de nuevos y perturbadores sucesos. 
2978,Trompo: , Verá comprometidos sus esfuerzos en asuntos de los que no extraerá ningún beneficio. 
2979,Trono: ,Ambiciones desmesuradas en relación con sus posibilidades reales. Orgullo y vanidad. 
2980,Tropezar: ,-Si alguien tropieza con nosotros indica preocupaciones familiares o profesionales. -Si tropezamos con alguien indica que no tomamos las debidas precauciones para alcanzar nuestros objetivos. 
2981,Trucha: ,Tomará iniciativas que favorecerán la marcha de sus negocios. 
2982,Trueno: ,Noticias que provocarán algún desconcierto en la conducción de sus negocios y en sus relaciones familiares. 
2983,Trueque: ,Indica contrariedades y decepciones. 
2984,Trufa: ,Suerte inesperada. Sus ideas se impondrán. 
2985,Tubo: ,Nos advierte que nuestros proyectos todavía no están lo suficientemente meditados para lograr lo que deseamos y que no podemos contar con nuestras amistades. 
2986,Tuerto: ,Usted será víctima de las intenciones malignas de una persona de su círculo. 
2987,Tugurio: ,"Algunas de sus acciones concluirán con enojosas consecuencias, perjudiciales para su vida íntima y familiar. "
2988,Tulipán: ,Un amor discreto y apasionado le asegura un matrimonio fiel y perdurable. 
2989,Tullido: ,Vernos imposibilitados de realizar el menor movimiento en sueños es algo que resulta angustioso y aterrador. Este sueño revela que nos hallamos sumidos en una grave indecisión. También puede tratarse de una derrota de la que creíamos poder sobreponernos pero no ha sido así. En cualquier caso nos aconseja que nos resignemos o de lo contrario seguirá repitiendose. 
2990,Tumba: ,-Si son muy repetitivos estos sueños puede tratarse de una neurosis. -También puede ser la consecuencia de un reciente duelo. -En otros casos indica que estamos pasando por un período de incertidumbre y dudas.  -Añoranza del pasado. 
2991,Tumor: ,"-Soñar que estamos enfermos indica preocupación por nuestra salud y revela la existencia de problemas emotivos. -Si el enfermo es nuestro padre existe la posibilidad de que enfermemos de la cabeza. -Si es la madre, del vientre. -Un hijo/a, del corazón. -Un hermano/a, de los brazos o las piernas. "
2992,Túnel: ,"Simboliza una vía de comunicación oscura y tenebrosa entre dos zonas de clara luz. El túnel se asocia a los ritos de iniciación y al nacimiento, representada por la vagina materna. Los túneles sombríos e interminables conforman muchas pesadillas en las que se expresan estados de angustia, de inseguridad o la inquieta espera de algo que se desea y se teme que no podremos obtener. "
2993,Túnica: ,"Simboliza al alma en su manifestación más visible, es decir, lo más cercano al espíritu, donde pueden exteriorizarse las penas, los dolores, las cicatrices y las manifestaciones del alma. Todas estas circunstancias quedan representadas por el color, las manchas y los agujeros que vemos en la túnica. "
2994,Turbante: ,Su color deberá considerarse en primer lugar. Asuntos financieros se resolverán a su favor. 
2995,Turón: ,Adversarios que resultarán peligrosos a causa de sus procedimientos e intenciones contrarios a sus deseos. 
2996,Turrón: ,-Si comemos turrón significa que tenemos vivencias sentimentales agradables y positivas. -Si el sueño nos informa del precio o robamos el turrón revela un exceso de sentimentalismo. 
2997,Tutor: ,"Suele simbolizar las relaciones intelectuales y los conflictos con el mundo externo. Representa el mundo de los mandamientos y prohibiciones, es quien frena y obstaculiza la libertad y la subversión de los instintos. -Si el tutor aparece en una actitud severa denuncia un complejo de culpabilidad o la inminencia de discusiones con nuestros superiores. -Si en sueños lloramos por su muerte el sentimiento de culpabilidad es aún mayor.  -Si lo soñamos con expresión benévola, cariñosa, tanto puede revelar una gran necesidad de protección y afecto como las buenas relaciones con nuestros superiores. -Si en la edad adulta soñamos con el tutor con excesiva frecuencia es un indicio de que algo no marcha bien en nuestra psique y de que haríamos bien en consultar con el psicoanalista. "
2998,Ubre: ,"Si las vemos llenas de leche indica prosperidad, riqueza, abundancia y fecundidad. "
2999,Úlcera: ,"-Soñar que estamos enfermos indica preocupación por nuestra salud y revela la existencia de problemas emotivos. -Si el enfermo es nuestro padre existe la posibilidad de que enfermemos de la cabeza. -Si es la madre, del vientre. -Un hijo/a, del corazón. -Un hermano/a, de los brazos o las piernas. "
3000,Ulular: ,Indica noticias alarmantes. Pesares en perspectiva. 
3001,Umbral: ,"Simboliza la separación entre dos mundos, entre dos etapas de una vida. Presagia que nos acercamos a un punto crucial de nuestra vida en el que cambiará la orientación de nuestros deseos y ambiciones. -Detenernos frente al umbral de una casa o templo si llegar a cruzarlo indica el deseo de adherirnos a las reglas y a las personas que allí rigen y habitan pero que todavía no nos hemos decidido a hacerlo. -Detenernos bajo el umbral o cruzarlo equivale a ponernos bajo la protección del señor de la casa o templo. "
3002,Ungüento: ,-Si somos nosotros el doctor este sueño nos aconseja que atendamos tanto al cuerpo como al alma. -Las medicinas simbolizan una ayuda para el cuerpo y para el alma. -Si la medicina es para otra persona será ella quien precise de nuestra ayuda. 
3003,Uniforme: ,"Simbolizan el deber y las obligaciones a que nos somete la sociedad. Este sueño suele revelar que estamos sometidos a alguna forma de coacción de la que deseamos liberarnos. Si el sueño se acompaña de una sensación angustiosa por llevar el uniforme incompleto, mal puesto o en actitud indisciplinada se refiere a que en nuestra vida nos vemos sujetos a coacciones de tipo profesional, familiar o social difícilmente soportables.  "
3004,Universidad: ,Búsqueda de nuevas perspectivas para diversificar sus conocimientos. 
3005,Universo: ,"Los astros simbolizan el destino. -Cuanto más brillantes los soñemos mejor será el presagio y todavía mejor si es un solo astro esplendoroso en el firmamento, en este caso el éxito será inmediato. -Si el astro soñado es débil y parpadeante también nuestro destino será decepcionante. -Soñar con astros que caen, ennegrecidos e incluso sangrientos presagian grandes desastres. "
3006,Uñas: ,Problemas financieros y relaciones familiares deterioradas a causa de discusiones por intereses profesionales. 
3007,Urna: ,"Significa el fin de una dependencia moral o material salvo que estemos arrodillados ante él, en cuyo caso augura penas. "
